epoch,step,train_accuracy_epoch,train_accuracy_step,train_loss,valid_accuracy,valid_loss
0,9,,0.78125,,,
0,19,,0.75,,,
0,29,,0.78125,,,
0,39,,0.84375,,,
0,49,,0.6875,,,
0,59,,0.875,,,
0,69,,0.75,,,
0,79,,0.78125,,,
0,89,,0.78125,,,
0,99,,0.84375,,,
0,109,,0.84375,,,
0,119,,0.78125,,,
0,129,,0.84375,,,
0,139,,0.75,,,
0,149,,0.84375,,,
0,159,,0.75,,,
0,169,,0.875,,,
0,179,,0.8125,,,
0,189,,0.90625,,,
0,199,,0.8125,,,
0,209,,0.84375,,,
0,219,,0.9375,,,
0,229,,0.78125,,,
0,239,,0.75,,,
0,249,,0.774193525314331,,,
0,249,,,,0.8274999856948853,0.47533828020095825
0,249,0.8303537964820862,,0.4786040484905243,,
1,259,,0.84375,,,
1,269,,0.84375,,,
1,279,,0.90625,,,
1,289,,0.90625,,,
1,299,,0.90625,,,
1,309,,0.9375,,,
1,319,,0.90625,,,
1,329,,0.84375,,,
1,339,,0.90625,,,
1,349,,0.78125,,,
1,359,,0.96875,,,
1,369,,0.75,,,
1,379,,0.75,,,
1,389,,0.8125,,,
1,399,,0.9375,,,
1,409,,0.9375,,,
1,419,,0.8125,,,
1,429,,0.90625,,,
1,439,,0.8125,,,
1,449,,0.96875,,,
1,459,,0.875,,,
1,469,,0.84375,,,
1,479,,0.8125,,,
1,489,,0.78125,,,
1,499,,0.7419354915618896,,,
1,499,,,,0.847000002861023,0.4590369164943695
1,499,0.8358544707298279,,0.4698594808578491,,
2,509,,0.84375,,,
2,519,,0.78125,,,
2,529,,1.0,,,
2,539,,0.875,,,
2,549,,0.875,,,
2,559,,0.78125,,,
2,569,,0.875,,,
2,579,,0.78125,,,
2,589,,0.78125,,,
2,599,,0.84375,,,
2,609,,0.75,,,
2,619,,0.96875,,,
2,629,,0.90625,,,
2,639,,0.6875,,,
2,649,,0.875,,,
2,659,,0.8125,,,
2,669,,0.8125,,,
2,679,,0.78125,,,
2,689,,0.875,,,
2,699,,0.90625,,,
2,709,,0.875,,,
2,719,,0.75,,,
2,729,,0.8125,,,
2,739,,0.90625,,,
2,749,,0.7419354915618896,,,
2,749,,,,0.8454999923706055,0.4619990885257721
2,749,0.8391048908233643,,0.46983668208122253,,
3,759,,0.875,,,
3,769,,0.96875,,,
3,779,,0.8125,,,
3,789,,0.8125,,,
3,799,,0.84375,,,
3,809,,0.8125,,,
3,819,,0.875,,,
3,829,,0.90625,,,
3,839,,0.84375,,,
3,849,,0.8125,,,
3,859,,0.9375,,,
3,869,,0.875,,,
3,879,,0.65625,,,
3,889,,0.875,,,
3,899,,0.75,,,
3,909,,0.78125,,,
3,919,,0.84375,,,
3,929,,0.90625,,,
3,939,,0.875,,,
3,949,,0.875,,,
3,959,,0.875,,,
3,969,,0.90625,,,
3,979,,0.875,,,
3,989,,0.875,,,
3,999,,0.774193525314331,,,
3,999,,,,0.8364999890327454,0.46440595388412476
3,999,0.8366045951843262,,0.46839335560798645,,
4,1009,,0.78125,,,
4,1019,,0.875,,,
4,1029,,0.90625,,,
4,1039,,0.84375,,,
4,1049,,0.875,,,
4,1059,,0.75,,,
4,1069,,0.90625,,,
4,1079,,0.78125,,,
4,1089,,0.84375,,,
4,1099,,0.78125,,,
4,1109,,0.875,,,
4,1119,,0.8125,,,
4,1129,,0.71875,,,
4,1139,,0.9375,,,
4,1149,,0.9375,,,
4,1159,,0.75,,,
4,1169,,0.84375,,,
4,1179,,0.75,,,
4,1189,,0.84375,,,
4,1199,,0.875,,,
4,1209,,0.84375,,,
4,1219,,0.8125,,,
4,1229,,0.875,,,
4,1239,,0.84375,,,
4,1249,,0.8064516186714172,,,
4,1249,,,,0.8414999842643738,0.46318984031677246
4,1249,0.8389798998832703,,0.4645710587501526,,
5,1259,,0.78125,,,
5,1269,,0.8125,,,
5,1279,,0.84375,,,
5,1289,,0.8125,,,
5,1299,,0.90625,,,
5,1309,,0.875,,,
5,1319,,0.8125,,,
5,1329,,0.875,,,
5,1339,,0.78125,,,
5,1349,,0.875,,,
5,1359,,0.84375,,,
5,1369,,0.9375,,,
5,1379,,0.875,,,
5,1389,,0.90625,,,
5,1399,,0.78125,,,
5,1409,,0.84375,,,
5,1419,,0.96875,,,
5,1429,,0.78125,,,
5,1439,,0.875,,,
5,1449,,0.84375,,,
5,1459,,0.65625,,,
5,1469,,0.84375,,,
5,1479,,0.84375,,,
5,1489,,0.8125,,,
5,1499,,0.8064516186714172,,,
5,1499,,,,0.8399999737739563,0.4601898193359375
5,1499,0.8406050801277161,,0.4635138511657715,,
6,1509,,0.8125,,,
6,1519,,0.875,,,
6,1529,,0.875,,,
6,1539,,0.84375,,,
6,1549,,0.90625,,,
6,1559,,0.875,,,
6,1569,,0.84375,,,
6,1579,,0.8125,,,
6,1589,,0.84375,,,
6,1599,,0.90625,,,
6,1609,,0.71875,,,
6,1619,,0.84375,,,
6,1629,,0.90625,,,
6,1639,,0.875,,,
6,1649,,0.75,,,
6,1659,,0.78125,,,
6,1669,,0.9375,,,
6,1679,,0.78125,,,
6,1689,,0.9375,,,
6,1699,,0.9375,,,
6,1709,,0.90625,,,
6,1719,,0.875,,,
6,1729,,0.875,,,
6,1739,,0.90625,,,
6,1749,,0.9032257795333862,,,
6,1749,,,,0.8500000238418579,0.4578344225883484
6,1749,0.8414801955223083,,0.4625106453895569,,
7,1759,,0.71875,,,
7,1769,,0.78125,,,
7,1779,,0.8125,,,
7,1789,,0.78125,,,
7,1799,,0.6875,,,
7,1809,,0.875,,,
7,1819,,0.8125,,,
7,1829,,0.875,,,
7,1839,,0.84375,,,
7,1849,,0.78125,,,
7,1859,,0.8125,,,
7,1869,,0.96875,,,
7,1879,,0.8125,,,
7,1889,,0.875,,,
7,1899,,0.78125,,,
7,1909,,0.84375,,,
7,1919,,0.84375,,,
7,1929,,0.9375,,,
7,1939,,0.9375,,,
7,1949,,0.84375,,,
7,1959,,0.875,,,
7,1969,,0.96875,,,
7,1979,,0.78125,,,
7,1989,,0.78125,,,
7,1999,,0.9354838728904724,,,
7,1999,,,,0.8514999747276306,0.45673224329948425
7,1999,0.8414801955223083,,0.4636040925979614,,
8,2009,,0.84375,,,
8,2019,,0.75,,,
8,2029,,0.90625,,,
8,2039,,0.84375,,,
8,2049,,0.84375,,,
8,2059,,0.8125,,,
8,2069,,0.90625,,,
8,2079,,0.78125,,,
8,2089,,0.78125,,,
8,2099,,0.96875,,,
8,2109,,0.78125,,,
8,2119,,0.9375,,,
8,2129,,0.8125,,,
8,2139,,0.84375,,,
8,2149,,0.875,,,
8,2159,,0.71875,,,
8,2169,,0.90625,,,
8,2179,,0.84375,,,
8,2189,,0.84375,,,
8,2199,,0.8125,,,
8,2209,,0.78125,,,
8,2219,,0.875,,,
8,2229,,0.84375,,,
8,2239,,0.78125,,,
8,2249,,0.8387096524238586,,,
8,2249,,,,0.8495000004768372,0.4569293260574341
8,2249,0.8437304496765137,,0.46282148361206055,,
9,2259,,0.78125,,,
9,2269,,0.875,,,
9,2279,,0.90625,,,
9,2289,,0.875,,,
9,2299,,0.90625,,,
9,2309,,0.90625,,,
9,2319,,0.9375,,,
9,2329,,0.75,,,
9,2339,,0.84375,,,
9,2349,,0.875,,,
9,2359,,0.90625,,,
9,2369,,0.71875,,,
9,2379,,0.78125,,,
9,2389,,0.90625,,,
9,2399,,0.875,,,
9,2409,,0.78125,,,
9,2419,,0.875,,,
9,2429,,0.90625,,,
9,2439,,0.96875,,,
9,2449,,0.9375,,,
9,2459,,0.90625,,,
9,2469,,0.8125,,,
9,2479,,0.875,,,
9,2489,,0.875,,,
9,2499,,0.7419354915618896,,,
9,2499,,,,0.8519999980926514,0.45310211181640625
9,2499,0.8423553109169006,,0.46152162551879883,,
10,2509,,0.84375,,,
10,2519,,0.84375,,,
10,2529,,0.84375,,,
10,2539,,0.78125,,,
10,2549,,0.875,,,
10,2559,,0.75,,,
10,2569,,0.875,,,
10,2579,,0.90625,,,
10,2589,,0.78125,,,
10,2599,,0.8125,,,
10,2609,,0.84375,,,
10,2619,,0.9375,,,
10,2629,,0.84375,,,
10,2639,,0.78125,,,
10,2649,,0.78125,,,
10,2659,,0.78125,,,
10,2669,,0.8125,,,
10,2679,,0.8125,,,
10,2689,,0.875,,,
10,2699,,0.8125,,,
10,2709,,0.90625,,,
10,2719,,0.8125,,,
10,2729,,0.84375,,,
10,2739,,0.84375,,,
10,2749,,0.8064516186714172,,,
10,2749,,,,0.8525000214576721,0.4533320665359497
10,2749,0.8448556065559387,,0.4597935974597931,,
11,2759,,0.875,,,
11,2769,,0.8125,,,
11,2779,,0.875,,,
11,2789,,0.75,,,
11,2799,,0.71875,,,
11,2809,,0.8125,,,
11,2819,,0.78125,,,
11,2829,,0.84375,,,
11,2839,,0.875,,,
11,2849,,0.875,,,
11,2859,,0.9375,,,
11,2869,,0.9375,,,
11,2879,,0.84375,,,
11,2889,,0.75,,,
11,2899,,0.875,,,
11,2909,,0.90625,,,
11,2919,,0.75,,,
11,2929,,0.90625,,,
11,2939,,0.90625,,,
11,2949,,0.84375,,,
11,2959,,0.71875,,,
11,2969,,0.875,,,
11,2979,,0.78125,,,
11,2989,,0.78125,,,
11,2999,,0.8709677457809448,,,
11,2999,,,,0.847000002861023,0.4560394287109375
11,2999,0.8462308049201965,,0.4601000249385834,,
12,3009,,0.90625,,,
12,3019,,0.90625,,,
12,3029,,0.9375,,,
12,3039,,0.90625,,,
12,3049,,0.90625,,,
12,3059,,0.78125,,,
12,3069,,0.90625,,,
12,3079,,0.8125,,,
12,3089,,0.8125,,,
12,3099,,0.84375,,,
12,3109,,0.84375,,,
12,3119,,0.875,,,
12,3129,,0.78125,,,
12,3139,,0.875,,,
12,3149,,0.84375,,,
12,3159,,0.875,,,
12,3169,,0.875,,,
12,3179,,0.9375,,,
12,3189,,0.90625,,,
12,3199,,0.84375,,,
12,3209,,0.78125,,,
12,3219,,0.8125,,,
12,3229,,0.9375,,,
12,3239,,0.84375,,,
12,3249,,0.9032257795333862,,,
12,3249,,,,0.8475000262260437,0.4551171064376831
12,3249,0.8466058373451233,,0.45975998044013977,,
13,3259,,0.8125,,,
13,3269,,0.71875,,,
13,3279,,0.84375,,,
13,3289,,0.875,,,
13,3299,,0.90625,,,
13,3309,,0.84375,,,
13,3319,,0.78125,,,
13,3329,,0.84375,,,
13,3339,,0.90625,,,
13,3349,,0.75,,,
13,3359,,0.875,,,
13,3369,,0.875,,,
13,3379,,0.875,,,
13,3389,,0.8125,,,
13,3399,,0.9375,,,
13,3409,,0.78125,,,
13,3419,,0.90625,,,
13,3429,,0.84375,,,
13,3439,,0.84375,,,
13,3449,,0.75,,,
13,3459,,0.71875,,,
13,3469,,0.84375,,,
13,3479,,0.9375,,,
13,3489,,0.8125,,,
13,3499,,0.8387096524238586,,,
13,3499,,,,0.8535000085830688,0.4520844519138336
13,3499,0.8492311835289001,,0.4580875337123871,,
14,3509,,0.8125,,,
14,3519,,0.8125,,,
14,3529,,0.78125,,,
14,3539,,0.90625,,,
14,3549,,0.84375,,,
14,3559,,0.84375,,,
14,3569,,0.8125,,,
14,3579,,0.90625,,,
14,3589,,0.84375,,,
14,3599,,0.9375,,,
14,3609,,0.8125,,,
14,3619,,0.8125,,,
14,3629,,0.875,,,
14,3639,,0.875,,,
14,3649,,0.78125,,,
14,3659,,0.84375,,,
14,3669,,0.78125,,,
14,3679,,0.8125,,,
14,3689,,0.6875,,,
14,3699,,0.96875,,,
14,3709,,0.875,,,
14,3719,,0.90625,,,
14,3729,,0.84375,,,
14,3739,,0.9375,,,
14,3749,,0.8387096524238586,,,
14,3749,,,,0.8510000109672546,0.45259636640548706
14,3749,0.8462308049201965,,0.45878589153289795,,
15,3759,,0.71875,,,
15,3769,,0.8125,,,
15,3779,,0.90625,,,
15,3789,,0.84375,,,
15,3799,,0.84375,,,
15,3809,,0.84375,,,
15,3819,,0.78125,,,
15,3829,,0.75,,,
15,3839,,0.8125,,,
15,3849,,0.875,,,
15,3859,,0.90625,,,
15,3869,,0.875,,,
15,3879,,0.875,,,
15,3889,,0.84375,,,
15,3899,,0.875,,,
15,3909,,0.8125,,,
15,3919,,0.84375,,,
15,3929,,0.78125,,,
15,3939,,0.75,,,
15,3949,,0.8125,,,
15,3959,,0.90625,,,
15,3969,,0.875,,,
15,3979,,0.8125,,,
15,3989,,0.8125,,,
15,3999,,0.9032257795333862,,,
15,3999,,,,0.8529999852180481,0.4522627890110016
15,3999,0.8481060266494751,,0.45797282457351685,,
16,4009,,0.875,,,
16,4019,,0.90625,,,
16,4029,,0.90625,,,
16,4039,,0.90625,,,
16,4049,,0.96875,,,
16,4059,,0.875,,,
16,4069,,0.71875,,,
16,4079,,0.84375,,,
16,4089,,0.96875,,,
16,4099,,0.78125,,,
16,4109,,0.96875,,,
16,4119,,0.8125,,,
16,4129,,0.90625,,,
16,4139,,0.84375,,,
16,4149,,0.84375,,,
16,4159,,0.78125,,,
16,4169,,0.78125,,,
16,4179,,0.90625,,,
16,4189,,0.90625,,,
16,4199,,0.75,,,
16,4209,,0.8125,,,
16,4219,,0.84375,,,
16,4229,,0.875,,,
16,4239,,0.84375,,,
16,4249,,0.8387096524238586,,,
16,4249,,,,0.8550000190734863,0.45264825224876404
16,4249,0.8462308049201965,,0.4594247043132782,,
17,4259,,0.65625,,,
17,4269,,0.9375,,,
17,4279,,0.78125,,,
17,4289,,0.90625,,,
17,4299,,0.75,,,
17,4309,,0.9375,,,
17,4319,,0.90625,,,
17,4329,,0.9375,,,
17,4339,,0.90625,,,
17,4349,,0.875,,,
17,4359,,0.84375,,,
17,4369,,0.8125,,,
17,4379,,0.84375,,,
17,4389,,0.78125,,,
17,4399,,0.8125,,,
17,4409,,0.875,,,
17,4419,,0.78125,,,
17,4429,,0.84375,,,
17,4439,,0.78125,,,
17,4449,,0.875,,,
17,4459,,0.71875,,,
17,4469,,0.78125,,,
17,4479,,0.90625,,,
17,4489,,0.75,,,
17,4499,,0.7419354915618896,,,
17,4499,,,,0.8529999852180481,0.4573420584201813
17,4499,0.8459807634353638,,0.4601436257362366,,
18,4509,,0.875,,,
18,4519,,0.9375,,,
18,4529,,0.75,,,
18,4539,,0.875,,,
18,4549,,0.8125,,,
18,4559,,0.84375,,,
18,4569,,0.84375,,,
18,4579,,0.84375,,,
18,4589,,0.90625,,,
18,4599,,0.90625,,,
18,4609,,0.90625,,,
18,4619,,0.84375,,,
18,4629,,0.84375,,,
18,4639,,0.875,,,
18,4649,,0.875,,,
18,4659,,0.875,,,
18,4669,,0.96875,,,
18,4679,,0.8125,,,
18,4689,,0.84375,,,
18,4699,,0.90625,,,
18,4709,,0.875,,,
18,4719,,0.90625,,,
18,4729,,0.875,,,
18,4739,,0.875,,,
18,4749,,0.7419354915618896,,,
18,4749,,,,0.8519999980926514,0.45622995495796204
18,4749,0.8463557958602905,,0.45951321721076965,,
19,4759,,0.84375,,,
19,4769,,0.84375,,,
19,4779,,0.84375,,,
19,4789,,0.84375,,,
19,4799,,0.8125,,,
19,4809,,0.9375,,,
19,4819,,0.8125,,,
19,4829,,0.84375,,,
19,4839,,0.71875,,,
19,4849,,0.78125,,,
19,4859,,0.9375,,,
19,4869,,0.84375,,,
19,4879,,0.90625,,,
19,4889,,0.8125,,,
19,4899,,0.78125,,,
19,4909,,0.9375,,,
19,4919,,0.84375,,,
19,4929,,0.78125,,,
19,4939,,0.90625,,,
19,4949,,0.875,,,
19,4959,,0.9375,,,
19,4969,,0.90625,,,
19,4979,,0.84375,,,
19,4989,,0.875,,,
19,4999,,0.8387096524238586,,,
19,4999,,,,0.8500000238418579,0.45676952600479126
19,4999,0.846855878829956,,0.458462655544281,,
20,5009,,0.84375,,,
20,5019,,0.96875,,,
20,5029,,0.78125,,,
20,5039,,0.9375,,,
20,5049,,0.84375,,,
20,5059,,0.8125,,,
20,5069,,0.84375,,,
20,5079,,0.9375,,,
20,5089,,0.875,,,
20,5099,,0.9375,,,
20,5109,,0.875,,,
20,5119,,0.8125,,,
20,5129,,0.9375,,,
20,5139,,0.90625,,,
20,5149,,0.75,,,
20,5159,,0.8125,,,
20,5169,,0.78125,,,
20,5179,,0.875,,,
20,5189,,0.875,,,
20,5199,,0.6875,,,
20,5209,,0.84375,,,
20,5219,,0.90625,,,
20,5229,,0.875,,,
20,5239,,0.78125,,,
20,5249,,0.8709677457809448,,,
20,5249,,,,0.847000002861023,0.45821434259414673
20,5249,0.8501062393188477,,0.4576224088668823,,
21,5259,,0.78125,,,
21,5269,,0.90625,,,
21,5279,,0.84375,,,
21,5289,,0.875,,,
21,5299,,0.625,,,
21,5309,,0.71875,,,
21,5319,,0.8125,,,
21,5329,,0.875,,,
21,5339,,0.9375,,,
21,5349,,0.90625,,,
21,5359,,0.90625,,,
21,5369,,0.9375,,,
21,5379,,0.8125,,,
21,5389,,0.71875,,,
21,5399,,0.9375,,,
21,5409,,0.875,,,
21,5419,,0.78125,,,
21,5429,,0.71875,,,
21,5439,,0.8125,,,
21,5449,,0.84375,,,
21,5459,,0.90625,,,
21,5469,,0.84375,,,
21,5479,,0.875,,,
21,5489,,0.90625,,,
21,5499,,0.8064516186714172,,,
21,5499,,,,0.8514999747276306,0.45638078451156616
21,5499,0.8476059436798096,,0.45830580592155457,,
22,5509,,0.875,,,
22,5519,,0.90625,,,
22,5529,,0.90625,,,
22,5539,,0.84375,,,
22,5549,,0.96875,,,
22,5559,,0.8125,,,
22,5569,,0.78125,,,
22,5579,,0.78125,,,
22,5589,,0.75,,,
22,5599,,0.8125,,,
22,5609,,0.9375,,,
22,5619,,0.78125,,,
22,5629,,0.84375,,,
22,5639,,0.84375,,,
22,5649,,0.84375,,,
22,5659,,0.875,,,
22,5669,,0.9375,,,
22,5679,,0.84375,,,
22,5689,,0.8125,,,
22,5699,,0.875,,,
22,5709,,0.84375,,,
22,5719,,0.90625,,,
22,5729,,0.90625,,,
22,5739,,0.90625,,,
22,5749,,0.774193525314331,,,
22,5749,,,,0.8535000085830688,0.454568475484848
22,5749,0.8516064286231995,,0.45738697052001953,,
23,5759,,0.84375,,,
23,5769,,0.84375,,,
23,5779,,0.8125,,,
23,5789,,0.90625,,,
23,5799,,0.84375,,,
23,5809,,0.9375,,,
23,5819,,0.875,,,
23,5829,,0.8125,,,
23,5839,,0.90625,,,
23,5849,,0.9375,,,
23,5859,,0.84375,,,
23,5869,,0.84375,,,
23,5879,,0.9375,,,
23,5889,,0.96875,,,
23,5899,,0.71875,,,
23,5909,,0.9375,,,
23,5919,,0.84375,,,
23,5929,,0.6875,,,
23,5939,,0.9375,,,
23,5949,,0.84375,,,
23,5959,,0.84375,,,
23,5969,,0.8125,,,
23,5979,,0.875,,,
23,5989,,0.75,,,
23,5999,,0.7419354915618896,,,
23,5999,,,,0.8514999747276306,0.45462653040885925
23,5999,0.8534817099571228,,0.45637670159339905,,
24,6009,,0.96875,,,
24,6019,,0.90625,,,
24,6029,,0.8125,,,
24,6039,,0.90625,,,
24,6049,,0.78125,,,
24,6059,,0.75,,,
24,6069,,0.8125,,,
24,6079,,0.84375,,,
24,6089,,0.8125,,,
24,6099,,0.875,,,
24,6109,,0.71875,,,
24,6119,,0.8125,,,
24,6129,,0.84375,,,
24,6139,,0.875,,,
24,6149,,0.8125,,,
24,6159,,0.8125,,,
24,6169,,0.875,,,
24,6179,,0.875,,,
24,6189,,0.8125,,,
24,6199,,0.90625,,,
24,6209,,0.84375,,,
24,6219,,0.78125,,,
24,6229,,0.75,,,
24,6239,,0.875,,,
24,6249,,0.7419354915618896,,,
24,6249,,,,0.8565000295639038,0.45248880982398987
24,6249,0.8498562574386597,,0.45865657925605774,,
25,6259,,0.78125,,,
25,6269,,0.8125,,,
25,6279,,0.90625,,,
25,6289,,0.84375,,,
25,6299,,0.875,,,
25,6309,,0.8125,,,
25,6319,,0.84375,,,
25,6329,,0.90625,,,
25,6339,,0.84375,,,
25,6349,,0.8125,,,
25,6359,,0.875,,,
25,6369,,0.9375,,,
25,6379,,0.875,,,
25,6389,,0.875,,,
25,6399,,0.78125,,,
25,6409,,0.8125,,,
25,6419,,0.8125,,,
25,6429,,0.9375,,,
25,6439,,0.875,,,
25,6449,,0.75,,,
25,6459,,0.875,,,
25,6469,,0.90625,,,
25,6479,,0.90625,,,
25,6489,,0.78125,,,
25,6499,,0.774193525314331,,,
25,6499,,,,0.8529999852180481,0.4538976550102234
25,6499,0.8517314791679382,,0.4555053412914276,,
26,6509,,0.875,,,
26,6519,,0.8125,,,
26,6529,,0.75,,,
26,6539,,0.90625,,,
26,6549,,0.9375,,,
26,6559,,0.84375,,,
26,6569,,0.78125,,,
26,6579,,0.9375,,,
26,6589,,0.875,,,
26,6599,,0.8125,,,
26,6609,,0.90625,,,
26,6619,,0.75,,,
26,6629,,0.90625,,,
26,6639,,0.8125,,,
26,6649,,0.71875,,,
26,6659,,0.8125,,,
26,6669,,0.9375,,,
26,6679,,0.875,,,
26,6689,,0.78125,,,
26,6699,,0.8125,,,
26,6709,,0.9375,,,
26,6719,,0.75,,,
26,6729,,0.875,,,
26,6739,,0.84375,,,
26,6749,,0.9354838728904724,,,
26,6749,,,,0.8529999852180481,0.456177681684494
26,6749,0.8544818162918091,,0.4549146890640259,,
27,6759,,0.9375,,,
27,6769,,0.8125,,,
27,6779,,0.84375,,,
27,6789,,0.75,,,
27,6799,,0.8125,,,
27,6809,,0.9375,,,
27,6819,,0.90625,,,
27,6829,,0.9375,,,
27,6839,,0.90625,,,
27,6849,,0.875,,,
27,6859,,0.875,,,
27,6869,,0.90625,,,
27,6879,,0.90625,,,
27,6889,,0.90625,,,
27,6899,,0.84375,,,
27,6909,,0.84375,,,
27,6919,,0.84375,,,
27,6929,,0.90625,,,
27,6939,,0.875,,,
27,6949,,0.875,,,
27,6959,,0.875,,,
27,6969,,0.875,,,
27,6979,,0.84375,,,
27,6989,,0.75,,,
27,6999,,0.7096773982048035,,,
27,6999,,,,0.8529999852180481,0.4557078182697296
27,6999,0.8538567423820496,,0.45450130105018616,,
28,7009,,0.90625,,,
28,7019,,0.9375,,,
28,7029,,0.90625,,,
28,7039,,1.0,,,
28,7049,,0.84375,,,
28,7059,,0.875,,,
28,7069,,0.875,,,
28,7079,,0.78125,,,
28,7089,,0.8125,,,
28,7099,,0.875,,,
28,7109,,0.65625,,,
28,7119,,0.8125,,,
28,7129,,0.9375,,,
28,7139,,0.8125,,,
28,7149,,0.90625,,,
28,7159,,0.875,,,
28,7169,,0.875,,,
28,7179,,0.875,,,
28,7189,,0.875,,,
28,7199,,0.75,,,
28,7209,,0.875,,,
28,7219,,0.84375,,,
28,7229,,0.8125,,,
28,7239,,0.9375,,,
28,7249,,0.9677419066429138,,,
28,7249,,,,0.8544999957084656,0.4566495418548584
28,7249,0.8566070795059204,,0.4511954188346863,,
29,7259,,0.90625,,,
29,7269,,0.75,,,
29,7279,,0.8125,,,
29,7289,,0.84375,,,
29,7299,,0.8125,,,
29,7309,,0.9375,,,
29,7319,,0.8125,,,
29,7329,,0.96875,,,
29,7339,,0.8125,,,
29,7349,,0.9375,,,
29,7359,,0.875,,,
29,7369,,0.8125,,,
29,7379,,0.78125,,,
29,7389,,0.8125,,,
29,7399,,0.9375,,,
29,7409,,0.78125,,,
29,7419,,0.9375,,,
29,7429,,0.8125,,,
29,7439,,0.875,,,
29,7449,,0.875,,,
29,7459,,0.90625,,,
29,7469,,0.9375,,,
29,7479,,0.875,,,
29,7489,,0.875,,,
29,7499,,0.8387096524238586,,,
29,7499,,,,0.859000027179718,0.4514284133911133
29,7499,0.8501062393188477,,0.45602887868881226,,
30,7509,,1.0,,,
30,7519,,0.84375,,,
30,7529,,0.90625,,,
30,7539,,0.9375,,,
30,7549,,0.78125,,,
30,7559,,0.90625,,,
30,7569,,0.71875,,,
30,7579,,0.875,,,
30,7589,,0.8125,,,
30,7599,,0.78125,,,
30,7609,,0.84375,,,
30,7619,,0.875,,,
30,7629,,0.875,,,
30,7639,,0.71875,,,
30,7649,,0.90625,,,
30,7659,,0.8125,,,
30,7669,,0.875,,,
30,7679,,0.90625,,,
30,7689,,0.75,,,
30,7699,,0.9375,,,
30,7709,,0.84375,,,
30,7719,,0.9375,,,
30,7729,,0.875,,,
30,7739,,0.8125,,,
30,7749,,0.8709677457809448,,,
30,7749,,,,0.8485000133514404,0.45688483119010925
30,7749,0.8512313961982727,,0.4564135670661926,,
31,7759,,0.84375,,,
31,7769,,0.96875,,,
31,7779,,0.875,,,
31,7789,,0.875,,,
31,7799,,0.9375,,,
31,7809,,0.875,,,
31,7819,,0.875,,,
31,7829,,0.84375,,,
31,7839,,0.90625,,,
31,7849,,0.875,,,
31,7859,,0.71875,,,
31,7869,,0.9375,,,
31,7879,,0.90625,,,
31,7889,,0.9375,,,
31,7899,,0.84375,,,
31,7909,,0.875,,,
31,7919,,0.90625,,,
31,7929,,0.78125,,,
31,7939,,0.78125,,,
31,7949,,0.875,,,
31,7959,,0.875,,,
31,7969,,0.84375,,,
31,7979,,0.78125,,,
31,7989,,0.84375,,,
31,7999,,0.8387096524238586,,,
31,7999,,,,0.8519999980926514,0.4530211389064789
31,7999,0.8513564467430115,,0.4565534293651581,,
32,8009,,0.875,,,
32,8019,,0.78125,,,
32,8029,,0.8125,,,
32,8039,,0.84375,,,
32,8049,,0.84375,,,
32,8059,,0.84375,,,
32,8069,,0.8125,,,
32,8079,,0.8125,,,
32,8089,,0.96875,,,
32,8099,,0.84375,,,
32,8109,,0.90625,,,
32,8119,,0.90625,,,
32,8129,,0.90625,,,
32,8139,,0.84375,,,
32,8149,,0.8125,,,
32,8159,,0.78125,,,
32,8169,,0.8125,,,
32,8179,,0.84375,,,
32,8189,,0.84375,,,
32,8199,,0.78125,,,
32,8209,,0.90625,,,
32,8219,,0.875,,,
32,8229,,0.84375,,,
32,8239,,0.9375,,,
32,8249,,0.774193525314331,,,
32,8249,,,,0.8539999723434448,0.4549331068992615
32,8249,0.8527315855026245,,0.4556571841239929,,
33,8259,,0.84375,,,
33,8269,,0.875,,,
33,8279,,0.90625,,,
33,8289,,0.84375,,,
33,8299,,0.875,,,
33,8309,,0.90625,,,
33,8319,,0.84375,,,
33,8329,,0.8125,,,
33,8339,,0.875,,,
33,8349,,0.84375,,,
33,8359,,0.875,,,
33,8369,,0.90625,,,
33,8379,,0.90625,,,
33,8389,,0.9375,,,
33,8399,,0.8125,,,
33,8409,,0.84375,,,
33,8419,,0.90625,,,
33,8429,,0.8125,,,
33,8439,,0.90625,,,
33,8449,,0.875,,,
33,8459,,0.90625,,,
33,8469,,0.9375,,,
33,8479,,0.84375,,,
33,8489,,0.78125,,,
33,8499,,0.9032257795333862,,,
33,8499,,,,0.8504999876022339,0.4566980004310608
33,8499,0.8589823842048645,,0.45227640867233276,,
34,8509,,0.8125,,,
34,8519,,0.875,,,
34,8529,,0.84375,,,
34,8539,,0.9375,,,
34,8549,,0.875,,,
34,8559,,0.9375,,,
34,8569,,0.875,,,
34,8579,,0.71875,,,
34,8589,,0.78125,,,
34,8599,,0.84375,,,
34,8609,,0.875,,,
34,8619,,0.75,,,
34,8629,,0.90625,,,
34,8639,,0.84375,,,
34,8649,,0.90625,,,
