epoch,step,train_accuracy_epoch,train_accuracy_step,train_loss,valid_accuracy,valid_loss
34,8659,,0.84375,,,
34,8669,,0.78125,,,
34,8679,,0.8125,,,
34,8689,,0.75,,,
34,8699,,0.8125,,,
34,8709,,0.84375,,,
34,8719,,0.96875,,,
34,8729,,0.90625,,,
34,8739,,0.78125,,,
34,8749,,0.8709677457809448,,,
34,8749,,,,0.8514999747276306,0.45645081996917725
34,8749,0.8541067838668823,,0.4535830616950989,,
35,8759,,0.875,,,
35,8769,,0.84375,,,
35,8779,,0.8125,,,
35,8789,,0.96875,,,
35,8799,,0.90625,,,
35,8809,,0.84375,,,
35,8819,,0.875,,,
35,8829,,0.78125,,,
35,8839,,0.90625,,,
35,8849,,0.75,,,
35,8859,,0.8125,,,
35,8869,,0.84375,,,
35,8879,,0.8125,,,
35,8889,,0.84375,,,
35,8899,,0.90625,,,
35,8909,,0.875,,,
35,8919,,0.875,,,
35,8929,,0.875,,,
35,8939,,0.75,,,
35,8949,,0.84375,,,
35,8959,,0.84375,,,
35,8969,,0.90625,,,
35,8979,,0.78125,,,
35,8989,,0.84375,,,
35,8999,,0.8064516186714172,,,
35,8999,,,,0.8519999980926514,0.45619717240333557
35,8999,0.8543567657470703,,0.45353201031684875,,
36,9009,,0.9375,,,
36,9019,,0.9375,,,
36,9029,,0.75,,,
36,9039,,0.8125,,,
36,9049,,0.84375,,,
36,9059,,0.9375,,,
36,9069,,0.90625,,,
36,9079,,0.90625,,,
36,9089,,0.8125,,,
36,9099,,0.875,,,
36,9109,,0.8125,,,
36,9119,,0.84375,,,
36,9129,,0.90625,,,
36,9139,,0.875,,,
36,9149,,0.90625,,,
36,9159,,0.78125,,,
36,9169,,0.90625,,,
36,9179,,0.875,,,
36,9189,,0.6875,,,
36,9199,,0.875,,,
36,9209,,0.71875,,,
36,9219,,0.84375,,,
36,9229,,0.84375,,,
36,9239,,0.875,,,
36,9249,,0.8387096524238586,,,
36,9249,,,,0.8575000166893005,0.4513453245162964
36,9249,0.852106511592865,,0.4563450813293457,,
37,9259,,0.96875,,,
37,9269,,0.875,,,
37,9279,,0.84375,,,
37,9289,,0.90625,,,
37,9299,,0.84375,,,
37,9309,,0.875,,,
37,9319,,0.875,,,
37,9329,,0.8125,,,
37,9339,,0.875,,,
37,9349,,0.8125,,,
37,9359,,0.84375,,,
37,9369,,0.875,,,
37,9379,,0.875,,,
37,9389,,0.90625,,,
37,9399,,0.8125,,,
37,9409,,0.8125,,,
37,9419,,0.6875,,,
37,9429,,0.875,,,
37,9439,,0.71875,,,
37,9449,,0.8125,,,
37,9459,,0.875,,,
37,9469,,0.875,,,
37,9479,,0.78125,,,
37,9489,,0.8125,,,
37,9499,,0.8387096524238586,,,
37,9499,,,,0.8535000085830688,0.4567999243736267
37,9499,0.8538567423820496,,0.4555230736732483,,
38,9509,,0.84375,,,
38,9519,,0.78125,,,
38,9529,,0.78125,,,
38,9539,,0.84375,,,
38,9549,,0.84375,,,
38,9559,,0.875,,,
38,9569,,0.90625,,,
38,9579,,0.90625,,,
38,9589,,0.875,,,
38,9599,,0.84375,,,
38,9609,,0.78125,,,
38,9619,,0.96875,,,
38,9629,,0.96875,,,
38,9639,,0.90625,,,
38,9649,,0.9375,,,
38,9659,,0.84375,,,
38,9669,,0.875,,,
38,9679,,0.8125,,,
38,9689,,0.84375,,,
38,9699,,0.84375,,,
38,9709,,0.875,,,
38,9719,,0.90625,,,
38,9729,,0.96875,,,
38,9739,,0.75,,,
38,9749,,0.8709677457809448,,,
38,9749,,,,0.8479999899864197,0.45761838555336
38,9749,0.8534817099571228,,0.4566020667552948,,
39,9759,,0.78125,,,
39,9769,,0.875,,,
39,9779,,0.78125,,,
39,9789,,0.90625,,,
39,9799,,0.8125,,,
39,9809,,0.8125,,,
39,9819,,0.78125,,,
39,9829,,0.9375,,,
39,9839,,0.78125,,,
39,9849,,0.875,,,
39,9859,,0.875,,,
39,9869,,0.875,,,
39,9879,,0.875,,,
39,9889,,0.71875,,,
39,9899,,0.8125,,,
39,9909,,0.8125,,,
39,9919,,0.90625,,,
39,9929,,0.875,,,
39,9939,,0.90625,,,
39,9949,,0.90625,,,
39,9959,,0.875,,,
39,9969,,0.6875,,,
39,9979,,0.9375,,,
39,9989,,0.8125,,,
39,9999,,0.8387096524238586,,,
39,9999,,,,0.8539999723434448,0.4544685184955597
39,9999,0.8516064286231995,,0.4552171528339386,,
40,10009,,0.9375,,,
40,10019,,0.8125,,,
40,10029,,0.8125,,,
40,10039,,0.8125,,,
40,10049,,0.8125,,,
40,10059,,0.84375,,,
40,10069,,0.78125,,,
40,10079,,0.84375,,,
40,10089,,0.90625,,,
40,10099,,0.96875,,,
40,10109,,0.90625,,,
40,10119,,0.9375,,,
40,10129,,0.90625,,,
40,10139,,0.78125,,,
40,10149,,0.78125,,,
40,10159,,0.84375,,,
40,10169,,0.78125,,,
40,10179,,0.84375,,,
40,10189,,0.90625,,,
40,10199,,0.75,,,
40,10209,,0.84375,,,
40,10219,,0.90625,,,
40,10229,,0.8125,,,
40,10239,,0.90625,,,
40,10249,,0.9354838728904724,,,
40,10249,,,,0.8544999957084656,0.45436400175094604
40,10249,0.853356659412384,,0.4541115164756775,,
41,10259,,0.78125,,,
41,10269,,0.875,,,
41,10279,,0.9375,,,
41,10289,,0.875,,,
41,10299,,0.90625,,,
41,10309,,0.875,,,
41,10319,,1.0,,,
41,10329,,0.90625,,,
41,10339,,0.875,,,
41,10349,,0.90625,,,
41,10359,,0.84375,,,
41,10369,,0.8125,,,
41,10379,,0.84375,,,
41,10389,,0.875,,,
41,10399,,0.875,,,
41,10409,,0.875,,,
41,10419,,0.8125,,,
41,10429,,0.84375,,,
41,10439,,0.90625,,,
41,10449,,0.875,,,
41,10459,,0.90625,,,
41,10469,,0.875,,,
41,10479,,0.9375,,,
41,10489,,0.875,,,
41,10499,,0.8064516186714172,,,
41,10499,,,,0.8539999723434448,0.45453721284866333
41,10499,0.8544818162918091,,0.4547968804836273,,
42,10509,,0.78125,,,
42,10519,,0.75,,,
42,10529,,0.90625,,,
42,10539,,0.84375,,,
42,10549,,0.875,,,
42,10559,,0.8125,,,
42,10569,,0.9375,,,
42,10579,,0.75,,,
42,10589,,0.9375,,,
42,10599,,0.8125,,,
42,10609,,0.875,,,
42,10619,,0.90625,,,
42,10629,,0.96875,,,
42,10639,,0.875,,,
42,10649,,1.0,,,
42,10659,,0.84375,,,
42,10669,,0.90625,,,
42,10679,,0.8125,,,
42,10689,,0.875,,,
42,10699,,0.84375,,,
42,10709,,0.9375,,,
42,10719,,0.8125,,,
42,10729,,0.84375,,,
42,10739,,0.78125,,,
42,10749,,0.7419354915618896,,,
42,10749,,,,0.8554999828338623,0.45530518889427185
42,10749,0.8556069731712341,,0.4531989097595215,,
43,10759,,0.90625,,,
43,10769,,0.84375,,,
43,10779,,0.78125,,,
43,10789,,0.96875,,,
43,10799,,0.9375,,,
43,10809,,0.875,,,
43,10819,,0.84375,,,
43,10829,,0.875,,,
43,10839,,0.90625,,,
43,10849,,0.90625,,,
43,10859,,0.84375,,,
43,10869,,0.9375,,,
43,10879,,0.875,,,
43,10889,,0.90625,,,
43,10899,,0.90625,,,
43,10909,,0.90625,,,
43,10919,,0.875,,,
43,10929,,0.84375,,,
43,10939,,0.84375,,,
43,10949,,0.875,,,
43,10959,,0.9375,,,
43,10969,,0.875,,,
43,10979,,0.84375,,,
43,10989,,0.75,,,
43,10999,,0.8064516186714172,,,
43,10999,,,,0.8539999723434448,0.4505952000617981
43,10999,0.8557319641113281,,0.4528920352458954,,
44,11009,,0.875,,,
44,11019,,0.90625,,,
44,11029,,0.90625,,,
44,11039,,0.96875,,,
44,11049,,0.9375,,,
44,11059,,0.8125,,,
44,11069,,0.78125,,,
44,11079,,0.9375,,,
44,11089,,0.875,,,
44,11099,,0.8125,,,
44,11109,,0.84375,,,
44,11119,,0.84375,,,
44,11129,,0.71875,,,
44,11139,,0.84375,,,
44,11149,,0.84375,,,
44,11159,,0.8125,,,
44,11169,,0.78125,,,
44,11179,,0.96875,,,
44,11189,,0.875,,,
44,11199,,0.96875,,,
44,11209,,0.9375,,,
44,11219,,0.875,,,
44,11229,,0.875,,,
44,11239,,0.90625,,,
44,11249,,0.9032257795333862,,,
44,11249,,,,0.8579999804496765,0.45186713337898254
44,11249,0.8579822182655334,,0.45161259174346924,,
45,11259,,0.90625,,,
45,11269,,0.9375,,,
45,11279,,0.75,,,
45,11289,,0.84375,,,
45,11299,,0.84375,,,
45,11309,,0.875,,,
45,11319,,0.875,,,
45,11329,,0.8125,,,
45,11339,,0.875,,,
45,11349,,0.875,,,
45,11359,,0.8125,,,
45,11369,,0.90625,,,
45,11379,,0.9375,,,
45,11389,,0.75,,,
45,11399,,0.875,,,
45,11409,,1.0,,,
45,11419,,0.8125,,,
45,11429,,0.78125,,,
45,11439,,0.78125,,,
45,11449,,0.78125,,,
45,11459,,0.90625,,,
45,11469,,0.96875,,,
45,11479,,0.71875,,,
45,11489,,0.84375,,,
45,11499,,0.8709677457809448,,,
45,11499,,,,0.8565000295639038,0.4501088857650757
45,11499,0.8591073751449585,,0.4500287175178528,,
46,11509,,0.875,,,
46,11519,,0.875,,,
46,11529,,0.875,,,
46,11539,,0.8125,,,
46,11549,,0.875,,,
46,11559,,0.875,,,
46,11569,,0.9375,,,
46,11579,,0.9375,,,
46,11589,,0.8125,,,
46,11599,,0.84375,,,
46,11609,,0.9375,,,
46,11619,,0.875,,,
46,11629,,0.875,,,
46,11639,,0.875,,,
46,11649,,0.90625,,,
46,11659,,0.9375,,,
46,11669,,0.8125,,,
46,11679,,0.8125,,,
46,11689,,0.8125,,,
46,11699,,0.75,,,
46,11709,,0.84375,,,
46,11719,,0.84375,,,
46,11729,,0.875,,,
46,11739,,0.84375,,,
46,11749,,0.8709677457809448,,,
46,11749,,,,0.8569999933242798,0.4516010880470276
46,11749,0.8572321534156799,,0.45154768228530884,,
47,11759,,0.75,,,
47,11769,,0.9375,,,
47,11779,,0.96875,,,
47,11789,,0.75,,,
47,11799,,0.875,,,
47,11809,,0.71875,,,
47,11819,,0.75,,,
47,11829,,1.0,,,
47,11839,,0.875,,,
47,11849,,0.9375,,,
47,11859,,0.75,,,
47,11869,,0.8125,,,
47,11879,,0.78125,,,
47,11889,,0.84375,,,
47,11899,,0.8125,,,
47,11909,,0.90625,,,
47,11919,,0.8125,,,
47,11929,,0.8125,,,
47,11939,,0.96875,,,
47,11949,,0.84375,,,
47,11959,,0.84375,,,
47,11969,,0.90625,,,
47,11979,,0.84375,,,
47,11989,,0.84375,,,
47,11999,,0.774193525314331,,,
47,11999,,,,0.8600000143051147,0.4494096040725708
47,11999,0.8586073517799377,,0.4493459463119507,,
48,12009,,0.8125,,,
48,12019,,0.75,,,
48,12029,,0.9375,,,
48,12039,,0.65625,,,
48,12049,,0.875,,,
48,12059,,0.75,,,
48,12069,,0.8125,,,
48,12079,,0.71875,,,
48,12089,,0.8125,,,
48,12099,,0.78125,,,
48,12109,,0.78125,,,
48,12119,,0.90625,,,
48,12129,,0.75,,,
48,12139,,0.8125,,,
48,12149,,0.96875,,,
48,12159,,0.9375,,,
48,12169,,0.875,,,
48,12179,,0.8125,,,
48,12189,,0.84375,,,
48,12199,,0.875,,,
48,12209,,0.75,,,
48,12219,,0.875,,,
48,12229,,0.8125,,,
48,12239,,0.84375,,,
48,12249,,0.8387096524238586,,,
48,12249,,,,0.8525000214576721,0.4528924822807312
48,12249,0.8556069731712341,,0.4540657103061676,,
49,12259,,0.90625,,,
49,12269,,0.90625,,,
49,12279,,0.8125,,,
49,12289,,0.875,,,
49,12299,,0.9375,,,
49,12309,,0.90625,,,
49,12319,,0.90625,,,
49,12329,,0.875,,,
49,12339,,0.84375,,,
49,12349,,0.84375,,,
49,12359,,0.71875,,,
49,12369,,0.90625,,,
49,12379,,0.84375,,,
49,12389,,0.9375,,,
49,12399,,0.90625,,,
49,12409,,0.875,,,
49,12419,,0.875,,,
49,12429,,0.8125,,,
49,12439,,0.9375,,,
49,12449,,0.9375,,,
49,12459,,0.84375,,,
49,12469,,0.75,,,
49,12479,,0.84375,,,
49,12489,,0.8125,,,
49,12499,,0.7419354915618896,,,
49,12499,,,,0.8544999957084656,0.45225343108177185
49,12499,0.8559820055961609,,0.4532518982887268,,
50,12509,,0.84375,,,
50,12519,,0.875,,,
50,12529,,0.875,,,
50,12539,,0.90625,,,
50,12549,,0.90625,,,
50,12559,,0.875,,,
50,12569,,0.84375,,,
50,12579,,0.78125,,,
50,12589,,0.8125,,,
50,12599,,0.875,,,
50,12609,,0.84375,,,
50,12619,,0.875,,,
50,12629,,0.8125,,,
50,12639,,0.9375,,,
50,12649,,0.78125,,,
50,12659,,0.90625,,,
50,12669,,0.78125,,,
50,12679,,0.9375,,,
50,12689,,0.875,,,
50,12699,,0.84375,,,
50,12709,,0.84375,,,
50,12719,,0.96875,,,
50,12729,,0.84375,,,
50,12739,,0.96875,,,
50,12749,,0.8709677457809448,,,
50,12749,,,,0.8500000238418579,0.4541359841823578
50,12749,0.8562320470809937,,0.4524805545806885,,
51,12759,,0.90625,,,
51,12769,,0.875,,,
51,12779,,0.90625,,,
51,12789,,0.75,,,
51,12799,,0.84375,,,
51,12809,,0.9375,,,
51,12819,,0.9375,,,
51,12829,,0.84375,,,
51,12839,,0.8125,,,
51,12849,,0.90625,,,
51,12859,,0.875,,,
51,12869,,0.875,,,
51,12879,,0.9375,,,
51,12889,,0.8125,,,
51,12899,,0.875,,,
51,12909,,0.8125,,,
51,12919,,0.9375,,,
51,12929,,0.875,,,
51,12939,,0.8125,,,
51,12949,,0.90625,,,
51,12959,,0.6875,,,
51,12969,,0.75,,,
51,12979,,0.875,,,
51,12989,,0.8125,,,
51,12999,,0.8387096524238586,,,
51,12999,,,,0.8604999780654907,0.45038390159606934
51,12999,0.8566070795059204,,0.45284175872802734,,
52,13009,,0.90625,,,
52,13019,,0.8125,,,
52,13029,,0.90625,,,
52,13039,,0.875,,,
52,13049,,0.90625,,,
52,13059,,0.78125,,,
52,13069,,0.90625,,,
52,13079,,0.875,,,
52,13089,,0.9375,,,
52,13099,,0.75,,,
52,13109,,0.84375,,,
52,13119,,0.875,,,
52,13129,,0.9375,,,
52,13139,,0.84375,,,
52,13149,,0.8125,,,
52,13159,,0.90625,,,
52,13169,,0.8125,,,
52,13179,,0.9375,,,
52,13189,,0.90625,,,
52,13199,,0.84375,,,
52,13209,,0.71875,,,
52,13219,,0.8125,,,
52,13229,,0.78125,,,
52,13239,,0.78125,,,
52,13249,,0.8709677457809448,,,
52,13249,,,,0.8550000190734863,0.45677900314331055
52,13249,0.8592324256896973,,0.4499475061893463,,
53,13259,,0.90625,,,
53,13269,,0.8125,,,
53,13279,,0.875,,,
53,13289,,0.9375,,,
53,13299,,0.84375,,,
53,13309,,0.84375,,,
53,13319,,0.875,,,
53,13329,,0.84375,,,
53,13339,,0.75,,,
53,13349,,0.9375,,,
53,13359,,0.78125,,,
53,13369,,0.75,,,
53,13379,,0.84375,,,
53,13389,,0.78125,,,
53,13399,,0.8125,,,
53,13409,,0.84375,,,
53,13419,,0.875,,,
53,13429,,0.90625,,,
53,13439,,0.84375,,,
53,13449,,0.84375,,,
53,13459,,0.84375,,,
53,13469,,0.84375,,,
53,13479,,0.84375,,,
53,13489,,0.875,,,
53,13499,,0.774193525314331,,,
53,13499,,,,0.8600000143051147,0.4504890739917755
53,13499,0.8566070795059204,,0.4527460038661957,,
54,13509,,0.84375,,,
54,13519,,0.875,,,
54,13529,,0.875,,,
54,13539,,0.875,,,
54,13549,,0.90625,,,
54,13559,,0.875,,,
54,13569,,0.71875,,,
54,13579,,0.9375,,,
54,13589,,0.8125,,,
54,13599,,0.90625,,,
54,13609,,0.875,,,
54,13619,,1.0,,,
54,13629,,0.8125,,,
54,13639,,0.90625,,,
54,13649,,0.84375,,,
54,13659,,0.8125,,,
54,13669,,0.875,,,
54,13679,,0.875,,,
54,13689,,0.9375,,,
54,13699,,0.875,,,
54,13709,,0.875,,,
54,13719,,0.84375,,,
54,13729,,0.9375,,,
54,13739,,0.90625,,,
54,13749,,0.9032257795333862,,,
54,13749,,,,0.8519999980926514,0.45679986476898193
54,13749,0.8576071858406067,,0.4529608488082886,,
55,13759,,0.84375,,,
55,13769,,0.90625,,,
55,13779,,0.84375,,,
55,13789,,0.90625,,,
55,13799,,0.84375,,,
55,13809,,0.90625,,,
55,13819,,0.71875,,,
55,13829,,0.875,,,
55,13839,,0.875,,,
55,13849,,0.875,,,
55,13859,,0.78125,,,
55,13869,,0.84375,,,
55,13879,,0.8125,,,
55,13889,,0.875,,,
55,13899,,0.6875,,,
55,13909,,0.75,,,
55,13919,,0.78125,,,
55,13929,,0.84375,,,
55,13939,,0.84375,,,
55,13949,,0.875,,,
55,13959,,0.8125,,,
55,13969,,0.875,,,
55,13979,,0.84375,,,
55,13989,,0.9375,,,
55,13999,,0.8064516186714172,,,
55,13999,,,,0.8560000061988831,0.4546811282634735
55,13999,0.8573571443557739,,0.45333757996559143,,
56,14009,,0.84375,,,
56,14019,,0.8125,,,
56,14029,,0.90625,,,
56,14039,,0.75,,,
56,14049,,0.78125,,,
56,14059,,0.8125,,,
56,14069,,0.84375,,,
56,14079,,0.90625,,,
56,14089,,0.8125,,,
56,14099,,0.8125,,,
56,14109,,0.78125,,,
56,14119,,0.90625,,,
56,14129,,0.90625,,,
56,14139,,0.9375,,,
56,14149,,0.75,,,
56,14159,,0.875,,,
56,14169,,0.84375,,,
56,14179,,0.9375,,,
56,14189,,0.84375,,,
56,14199,,0.96875,,,
56,14209,,1.0,,,
56,14219,,0.90625,,,
56,14229,,0.9375,,,
56,14239,,0.875,,,
56,14249,,0.8709677457809448,,,
56,14249,,,,0.8579999804496765,0.4525524377822876
56,14249,0.8578572273254395,,0.45195239782333374,,
57,14259,,0.90625,,,
57,14269,,0.875,,,
57,14279,,0.9375,,,
57,14289,,1.0,,,
57,14299,,0.90625,,,
57,14309,,0.90625,,,
57,14319,,0.78125,,,
57,14329,,0.71875,,,
57,14339,,0.875,,,
57,14349,,0.8125,,,
57,14359,,0.8125,,,
57,14369,,0.875,,,
57,14379,,0.9375,,,
57,14389,,0.9375,,,
57,14399,,0.8125,,,
57,14409,,0.875,,,
57,14419,,0.84375,,,
57,14429,,0.75,,,
57,14439,,0.9375,,,
57,14449,,0.8125,,,
57,14459,,0.9375,,,
57,14469,,0.875,,,
57,14479,,0.84375,,,
57,14489,,0.9375,,,
57,14499,,0.774193525314331,,,
57,14499,,,,0.859499990940094,0.4514272212982178
57,14499,0.8572321534156799,,0.4531369209289551,,
58,14509,,0.84375,,,
58,14519,,0.96875,,,
58,14529,,0.90625,,,
58,14539,,0.625,,,
58,14549,,0.8125,,,
58,14559,,0.8125,,,
58,14569,,0.78125,,,
58,14579,,0.90625,,,
58,14589,,0.75,,,
58,14599,,0.75,,,
58,14609,,0.875,,,
58,14619,,0.875,,,
58,14629,,0.875,,,
58,14639,,0.90625,,,
58,14649,,0.84375,,,
58,14659,,0.78125,,,
58,14669,,0.875,,,
58,14679,,0.84375,,,
58,14689,,0.84375,,,
58,14699,,0.875,,,
58,14709,,0.84375,,,
58,14719,,0.84375,,,
58,14729,,0.9375,,,
58,14739,,0.875,,,
58,14749,,0.774193525314331,,,
58,14749,,,,0.8510000109672546,0.457998663187027
58,14749,0.8549818992614746,,0.45487356185913086,,
59,14759,,0.78125,,,
59,14769,,0.90625,,,
59,14779,,0.875,,,
59,14789,,0.8125,,,
59,14799,,0.9375,,,
59,14809,,0.84375,,,
59,14819,,0.90625,,,
59,14829,,0.78125,,,
59,14839,,0.875,,,
59,14849,,0.8125,,,
59,14859,,0.90625,,,
59,14869,,0.90625,,,
59,14879,,0.90625,,,
59,14889,,0.84375,,,
59,14899,,0.96875,,,
59,14909,,0.78125,,,
59,14919,,0.875,,,
59,14929,,0.84375,,,
59,14939,,0.78125,,,
59,14949,,0.875,,,
59,14959,,0.9375,,,
59,14969,,0.875,,,
59,14979,,0.84375,,,
59,14989,,0.71875,,,
59,14999,,0.9032257795333862,,,
59,14999,,,,0.8565000295639038,0.453155517578125
59,14999,0.8558569550514221,,0.45377206802368164,,
60,15009,,0.8125,,,
60,15019,,0.78125,,,
60,15029,,0.90625,,,
60,15039,,0.84375,,,
60,15049,,0.875,,,
60,15059,,0.8125,,,
60,15069,,0.78125,,,
60,15079,,0.8125,,,
60,15089,,0.78125,,,
60,15099,,0.90625,,,
60,15109,,1.0,,,
60,15119,,0.84375,,,
60,15129,,0.875,,,
60,15139,,0.875,,,
60,15149,,0.875,,,
60,15159,,0.78125,,,
60,15169,,0.9375,,,
60,15179,,0.875,,,
60,15189,,0.78125,,,
60,15199,,0.78125,,,
60,15209,,0.96875,,,
60,15219,,0.90625,,,
60,15229,,0.8125,,,
60,15239,,0.84375,,,
60,15249,,0.8709677457809448,,,
60,15249,,,,0.8495000004768372,0.45586422085762024
60,15249,0.8544818162918091,,0.45420652627944946,,
61,15259,,0.8125,,,
61,15269,,0.75,,,
61,15279,,0.78125,,,
61,15289,,0.90625,,,
61,15299,,0.9375,,,
61,15309,,0.96875,,,
61,15319,,0.96875,,,
61,15329,,0.78125,,,
61,15339,,0.75,,,
61,15349,,0.90625,,,
61,15359,,0.90625,,,
61,15369,,0.84375,,,
61,15379,,0.84375,,,
61,15389,,0.9375,,,
61,15399,,0.75,,,
61,15409,,0.875,,,
61,15419,,0.9375,,,
61,15429,,0.90625,,,
61,15439,,0.78125,,,
61,15449,,0.9375,,,
61,15459,,0.78125,,,
61,15469,,0.84375,,,
61,15479,,0.875,,,
61,15489,,0.875,,,
61,15499,,0.8709677457809448,,,
61,15499,,,,0.8550000190734863,0.452663391828537
61,15499,0.8574821949005127,,0.45168235898017883,,
62,15509,,0.90625,,,
62,15519,,0.8125,,,
62,15529,,0.8125,,,
62,15539,,0.8125,,,
62,15549,,0.84375,,,
62,15559,,0.90625,,,
62,15569,,0.71875,,,
62,15579,,0.78125,,,
62,15589,,0.875,,,
62,15599,,0.90625,,,
62,15609,,0.875,,,
62,15619,,0.84375,,,
62,15629,,0.8125,,,
62,15639,,0.78125,,,
62,15649,,0.75,,,
62,15659,,0.8125,,,
62,15669,,0.75,,,
62,15679,,0.78125,,,
62,15689,,0.84375,,,
62,15699,,0.90625,,,
62,15709,,0.84375,,,
62,15719,,0.875,,,
62,15729,,0.84375,,,
62,15739,,0.78125,,,
62,15749,,0.8064516186714172,,,
62,15749,,,,0.8585000038146973,0.4527877867221832
62,15749,0.8544818162918091,,0.45528358221054077,,
63,15759,,0.90625,,,
63,15769,,0.84375,,,
63,15779,,0.78125,,,
63,15789,,0.84375,,,
63,15799,,0.875,,,
63,15809,,0.78125,,,
63,15819,,0.84375,,,
63,15829,,0.90625,,,
63,15839,,0.84375,,,
63,15849,,0.84375,,,
63,15859,,0.90625,,,
63,15869,,0.78125,,,
63,15879,,0.8125,,,
63,15889,,0.875,,,
63,15899,,0.8125,,,
63,15909,,0.875,,,
63,15919,,0.84375,,,
63,15929,,0.78125,,,
63,15939,,0.90625,,,
63,15949,,0.875,,,
63,15959,,0.75,,,
63,15969,,0.90625,,,
63,15979,,0.875,,,
63,15989,,0.9375,,,
63,15999,,0.9032257795333862,,,
63,15999,,,,0.8529999852180481,0.45365726947784424
63,15999,0.8486060500144958,,0.45785272121429443,,
64,16009,,0.84375,,,
64,16019,,0.78125,,,
64,16029,,0.875,,,
64,16039,,0.78125,,,
64,16049,,0.96875,,,
64,16059,,0.78125,,,
64,16069,,0.875,,,
64,16079,,0.78125,,,
64,16089,,1.0,,,
64,16099,,0.8125,,,
64,16109,,0.875,,,
64,16119,,0.90625,,,
64,16129,,0.8125,,,
64,16139,,0.84375,,,
64,16149,,0.875,,,
64,16159,,0.71875,,,
64,16169,,0.875,,,
64,16179,,0.96875,,,
64,16189,,0.9375,,,
64,16199,,0.78125,,,
64,16209,,0.84375,,,
64,16219,,0.84375,,,
64,16229,,0.875,,,
64,16239,,0.90625,,,
64,16249,,0.9354838728904724,,,
64,16249,,,,0.8565000295639038,0.45287755131721497
64,16249,0.8589823842048645,,0.45150795578956604,,
65,16259,,0.75,,,
65,16269,,0.78125,,,
65,16279,,0.78125,,,
65,16289,,0.90625,,,
65,16299,,0.9375,,,
65,16309,,0.8125,,,
65,16319,,0.84375,,,
65,16329,,0.90625,,,
65,16339,,0.875,,,
65,16349,,0.84375,,,
65,16359,,0.875,,,
65,16369,,0.875,,,
65,16379,,0.90625,,,
65,16389,,0.90625,,,
65,16399,,0.90625,,,
65,16409,,0.84375,,,
65,16419,,0.8125,,,
65,16429,,0.90625,,,
65,16439,,0.90625,,,
65,16449,,0.8125,,,
65,16459,,0.78125,,,
65,16469,,0.78125,,,
65,16479,,0.90625,,,
65,16489,,0.875,,,
65,16499,,0.8387096524238586,,,
65,16499,,,,0.8569999933242798,0.4508587718009949
65,16499,0.8593574166297913,,0.4513729512691498,,
66,16509,,0.8125,,,
66,16519,,0.9375,,,
66,16529,,0.90625,,,
66,16539,,0.875,,,
66,16549,,0.8125,,,
66,16559,,0.8125,,,
66,16569,,0.8125,,,
66,16579,,0.78125,,,
66,16589,,0.78125,,,
66,16599,,0.78125,,,
66,16609,,0.875,,,
66,16619,,0.875,,,
66,16629,,0.90625,,,
66,16639,,0.8125,,,
66,16649,,0.875,,,
66,16659,,0.8125,,,
66,16669,,0.78125,,,
66,16679,,0.8125,,,
66,16689,,0.875,,,
66,16699,,0.8125,,,
66,16709,,0.875,,,
66,16719,,0.84375,,,
66,16729,,0.8125,,,
66,16739,,0.875,,,
66,16749,,0.9354838728904724,,,
66,16749,,,,0.8569999933242798,0.45249998569488525
66,16749,0.8543567657470703,,0.45596566796302795,,
67,16759,,0.8125,,,
67,16769,,0.90625,,,
67,16779,,0.96875,,,
67,16789,,0.84375,,,
67,16799,,0.84375,,,
67,16809,,0.84375,,,
67,16819,,0.90625,,,
67,16829,,0.84375,,,
67,16839,,0.875,,,
67,16849,,0.8125,,,
67,16859,,0.875,,,
67,16869,,0.78125,,,
